CowTagID,Parameters,Maximum,Minimum,Range,MeanSeasonal,CVSeasonal,lat,lon
V1,Salinity,36.67,36.34,0.3299999999999983,36.5625,0.004132087502150571,-17.53975298,-149.900506
V1,pH,8.033556118392447,7.904822909610202,0.12873320878224526,7.954676503475633,0.0069979613758071975,-17.53975298,-149.900506
V1,Temperature,29.3,28.38,0.9200000000000017,28.7825,0.01435976065868677,-17.53975298,-149.900506
V1,TA,2360.875128,2333.14574,27.7293880000002,2349.9651295,0.005260125528165121,-17.53975298,-149.900506
V1,NN_umolL,0.758656776,0.154868566,0.60378821,0.4366859695,0.5876430605248364,-17.53975298,-149.900506
V1,Silicate_umolL,4.940658029,1.232851655,3.7078063739999996,2.19441359475,0.8344845362563399,-17.53975298,-149.900506
V1,Ammonia_umolL,0.828499422,0.230482094,0.5980173280000001,0.5076636655,0.5695909849011092,-17.53975298,-149.900506
V1,Phosphate_umolL,0.187228219,0.143281048,0.04394717100000001,0.165382252,0.11526763734033306,-17.53975298,-149.900506
V10,Salinity,36.61,36.56,0.04999999999999716,36.59,6.694424003233335e-4,-17.54030501,-149.899788
V10,pH,8.041790621002262,7.941249572922881,0.10054104807938113,7.982425211481341,0.005995534300766949,-17.54030501,-149.899788
V10,Temperature,29.51,28.71,0.8000000000000007,29.07,0.01168915944260949,-17.54030501,-149.899788
V10,TA,2355.541037,2329.516085,26.024951999999757,2342.7591525,0.004543272013292672,-17.54030501,-149.899788
V10,NN_umolL,0.185062483,0.073660449,0.111402034,0.12715325425000001,0.38968896828445554,-17.54030501,-149.899788
V10,Silicate_umolL,1.241850345,0.987118198,0.254732147,1.07563415825,0.10806143190727223,-17.54030501,-149.899788
V10,Ammonia_umolL,0.334172034,0.129792442,0.204379592,0.2400080075,0.3668340374683701,-17.54030501,-149.899788
V10,Phosphate_umolL,0.15502195,0.132885942,0.022136007999999985,0.143884336,0.06362281848786917,-17.54030501,-149.899788
V11,Salinity,36.63,36.37,0.2600000000000051,36.542500000000004,0.0032020632265569184,-17.54019303,-149.900068
V11,pH,8.042885776740297,7.941591869193428,0.10129390754686884,7.981275746151393,0.00592711477201897,-17.54019303,-149.900068
V11,Temperature,29.3,28.45,0.8500000000000014,28.814999999999998,0.012780992901723813,-17.54019303,-149.900068
V11,TA,2385.505837,2316.6125,68.89333699999997,2345.01406875,0.012362114774365506,-17.54019303,-149.900068
V11,NN_umolL,0.540719787,0.122511503,0.418208284,0.31237265599999997,0.6322755272779434,-17.54019303,-149.900068
V11,Silicate_umolL,3.202180346,0.977081198,2.225099148,1.5618229945,0.7006176301404184,-17.54019303,-149.900068
V11,Ammonia_umolL,0.294148198,0.092888905,0.20125929300000003,0.19729891375,0.4478083834642356,-17.54019303,-149.900068
V11,Phosphate_umolL,0.173538235,0.130612012,0.04292622300000001,0.15512636575,0.1185467775445808,-17.54019303,-149.900068
V12,Salinity,36.63,36.5,0.13000000000000256,36.5775,0.0015201355403014212,-17.54030996,-149.900112
V12,pH,8.04805275096319,7.94470926351412,0.10334348744907018,7.986819395236072,0.005890346177086344,-17.54030996,-149.900112
V12,Temperature,29.38,28.48,0.8999999999999986,28.865,0.013187504805594498,-17.54030996,-149.900112
V12,TA,2356.102916,2319.751901,36.351014999999734,2336.702701,0.006515383239228372,-17.54030996,-149.900112
V12,NN_umolL,0.25716736,0.111785903,0.145381457,0.162079054,0.4082288840290883,-17.54030996,-149.900112
V12,Silicate_umolL,1.077105098,0.909244919,0.16786017900000005,0.96341011075,0.07980300662149031,-17.54030996,-149.900112
V12,Ammonia_umolL,0.236962716,0.125171999,0.11179071699999998,0.19540873225,0.24996545154671165,-17.54030996,-149.900112
V12,Phosphate_umolL,0.163143128,0.131215299,0.03192782899999999,0.14585662175,0.09252381843620781,-17.54030996,-149.900112
V13,Salinity,36.6,36.38,0.21999999999999886,36.5325,0.0028567206741856614,-17.540749,-149.899133
V13,pH,8.034910979849021,7.932415829182265,0.10249515066675663,7.974779431238349,0.00616655591222137,-17.540749,-149.899133
V13,Temperature,29.43,28.56,0.870000000000001,28.975,0.01345692909566586,-17.540749,-149.899133
V13,TA,2350.382849,2320.632545,29.750304000000142,2334.6996627500002,0.005462850034908242,-17.540749,-149.899133
V13,NN_umolL,0.34603662,0.125666091,0.220370529,0.23977205825,0.4057655749085169,-17.540749,-149.899133
V13,Silicate_umolL,1.410056627,1.170206929,0.239849698,1.2980921575,0.08289427928213756,-17.540749,-149.899133
V13,Ammonia_umolL,1.689881996,0.132612713,1.5572692830000001,0.5913716904999999,1.2439674093837934,-17.540749,-149.899133
V13,Phosphate_umolL,0.164488923,0.134742211,0.02974671200000001,0.15119339575000001,0.08518553415083574,-17.540749,-149.899133
V14,Salinity,36.57,36.47,0.10000000000000142,36.5125,0.0011484419149067023,-17.54039696,-149.899396
V14,pH,8.015504621165217,7.915014660600744,0.1004899605644729,7.971830465974693,0.006463368975985726,-17.54039696,-149.899396
V14,Temperature,29.4,28.53,0.8699999999999974,28.915,0.014238415251764718,-17.54039696,-149.899396
V14,TA,2354.98,2322.19,32.789999999999964,2333.84,0.006278748078681895,-17.54039696,-149.899396
V14,NN_umolL,0.279610003,0.174607276,0.10500272699999999,0.20405761175,0.24727820592088381,-17.54039696,-149.899396
V14,Silicate_umolL,3.467295597,2.041695443,1.425600154,2.9075597755,0.20999896279266653,-17.54039696,-149.899396
V14,Ammonia_umolL,0.272426115,0.223881462,0.04854465300000002,0.24225822325000002,0.08650194643266797,-17.54039696,-149.899396
V14,Phosphate_umolL,0.163235941,0.143002608,0.020233332999999992,0.1533397065,0.055611899553772694,-17.54039696,-149.899396
V15,Salinity,36.59,36.38,0.21000000000000085,36.5275,0.0027136031211551417,-17.54014299,-149.900183
V15,pH,8.036101701175365,7.937086860496725,0.09901484067863997,7.976350365351702,0.005933978340637073,-17.54014299,-149.900183
V15,Temperature,29.4,28.51,0.889999999999997,28.9,0.01324254801179489,-17.54014299,-149.900183
V15,TA,2352.742306,2325.725545,27.016761000000315,2335.6039275,0.005430609251748703,-17.54014299,-149.900183
V15,NN_umolL,0.529273138,0.1682981,0.36097503799999997,0.30326941575,0.51947681174026,-17.54014299,-149.900183
V15,Silicate_umolL,4.175077174,0.984003267,3.1910739070000003,1.95369863775,0.772234149528157,-17.54014299,-149.900183
V15,Ammonia_umolL,1.451119107,0.180377291,1.2707418160000001,0.51705456575,1.2054253008992388,-17.54014299,-149.900183
V15,Phosphate_umolL,0.179246262,0.148246568,0.030999693999999994,0.162284603,0.08484084789211134,-17.54014299,-149.900183
V16,Salinity,36.64,36.55,0.09000000000000341,36.5975,0.0010314686024005702,-17.54029797,-149.900492
V16,pH,8.052399017576992,7.951601105913203,0.10079791166378893,7.994609012936833,0.005544187957237637,-17.54029797,-149.900492
V16,Temperature,29.36,28.58,0.7800000000000011,28.8675,0.011910924913452301,-17.54029797,-149.900492
V16,TA,2350.500981,2329.885978,20.615003000000343,2339.30751,0.0040368765585537,-17.54029797,-149.900492
V16,NN_umolL,0.156671188,0.087811031,0.06886015699999999,0.12591395175,0.22583282647937147,-17.54029797,-149.900492
V16,Silicate_umolL,1.469932526,0.828602813,0.641329713,1.0702695545,0.2681313015180378,-17.54029797,-149.900492
V16,Ammonia_umolL,0.387457142,0.178217084,0.20924005799999998,0.27581644,0.3262642999026293,-17.54029797,-149.900492
V16,Phosphate_umolL,0.164999397,0.127456354,0.037543043,0.1486758305,0.10518529297458322,-17.54029797,-149.900492
V17,Salinity,36.57,36.46,0.10999999999999943,36.526666666666664,0.0016041609628806958,-17.54031901,-149.899572
V17,pH,8.021317910894028,7.921680295036358,0.09963761585767017,7.983720442773668,0.006779977790425243,-17.54031901,-149.899572
V17,Temperature,29.28,28.46,0.8200000000000003,28.903333333333332,0.014325167320210122,-17.54031901,-149.899572
V17,TA,2351.13,2325.71,25.420000000000073,2335.4066666666668,0.005883297430971461,-17.54031901,-149.899572
V17,NN_umolL,0.344684654,0.173705965,0.170978689,0.24358760799999998,0.36808829798448517,-17.54031901,-149.899572
V17,Silicate_umolL,2.725595881,2.499244218,0.22635166299999998,2.5956917156666663,0.045007600038663914,-17.54031901,-149.899572
V17,Ammonia_umolL,0.248183791,0.187577982,0.06060580899999998,0.22176125833333332,0.13996716981933946,-17.54031901,-149.899572
V17,Phosphate_umolL,0.152980054,0.141331966,0.011648088000000001,0.14784437633333333,0.040210068324219764,-17.54031901,-149.899572
V18,Salinity,36.6,36,0.6000000000000014,36.4375,0.008011889167475814,-17.54019697,-149.899906
V18,pH,8.045124811185318,7.934220317717556,0.11090449346776143,7.976358971809445,0.006475622451909514,-17.54019697,-149.899906
V18,Temperature,29.07,28.61,0.46000000000000085,28.802500000000002,0.006692647136707362,-17.54019697,-149.899906
V18,TA,2389.34,2329.31,60.0300000000002,2352.6217500000002,0.011007758402474931,-17.54019697,-149.899906
V18,NN_umolL,0.669156598,0.110343805,0.5588127930000001,0.35287161675,0.7465236102588101,-17.54019697,-149.899906
V18,Silicate_umolL,7.738904509,0.858814892,6.880089617,2.779959394,1.1912069366487537,-17.54019697,-149.899906
V18,Ammonia_umolL,4.25986836,0.164055727,4.0958126329999995,1.24235792075,1.620375903255573,-17.54019697,-149.899906
V18,Phosphate_umolL,0.201475084,0.141192746,0.06028233799999999,0.169997543,0.17904429414269712,-17.54019697,-149.899906
V19,Salinity,36.62,36.52,0.09999999999999432,36.5725,0.0013648669657868049,-17.54050802,-149.89978
V19,pH,8.047307202028277,7.950193417749299,0.09711378427897799,7.9925960119547526,0.005493049733371275,-17.54050802,-149.89978
V19,Temperature,29.37,28.63,0.740000000000002,28.92,0.011154690721009889,-17.54050802,-149.89978
V19,TA,2343.707945,2320.615292,23.092653000000155,2332.9028455,0.004534551479525496,-17.54050802,-149.89978
V19,NN_umolL,0.37666396,0.067080879,0.30958308100000004,0.1584244365,0.922973274274469,-17.54050802,-149.89978
V19,Silicate_umolL,1.185435481,0.739466183,0.44596929800000007,0.9303102205,0.1997303026012873,-17.54050802,-149.89978
V19,Ammonia_umolL,0.950458716,0.155294887,0.795163829,0.37270267474999996,1.0349025460610024,-17.54050802,-149.89978
V19,Phosphate_umolL,0.187056048,0.11887111,0.068184938,0.14703175575,0.20762666277908245,-17.54050802,-149.89978
V2,Salinity,36.64,36.42,0.21999999999999886,36.542500000000004,0.0025118095027277434,-17.53989003,-149.900519
V2,pH,8.039916817974959,7.9252367683307154,0.11468004964424328,7.966006929877351,0.006598030655909957,-17.53989003,-149.900519
V2,Temperature,29.32,28.43,0.8900000000000006,28.815,0.013567205984080663,-17.53989003,-149.900519
V2,TA,2360.453386,2335.686567,24.76681899999994,2346.84460025,0.0046787944361478175,-17.53989003,-149.900519
V2,NN_umolL,0.620575938,0.232831964,0.387743974,0.38461272925,0.43053501082796364,-17.53989003,-149.900519
V2,Silicate_umolL,3.700915433,1.036264889,2.664650544,1.911820119,0.6476671996753083,-17.53989003,-149.900519
V2,Ammonia_umolL,0.583375924,0.163935715,0.419440209,0.3074244705,0.6113550733133759,-17.53989003,-149.900519
V2,Phosphate_umolL,0.174559182,0.147550467,0.027008715000000016,0.16280667875,0.07735912662328281,-17.53989003,-149.900519
V20,Salinity,36.66,36.52,0.13999999999999346,36.595,0.0015855440347523233,-17.54045103,-149.899509
V20,pH,8.033626688453257,7.930857651646049,0.10276903680720828,7.97542242785598,0.006170555148783369,-17.54045103,-149.899509
V20,Temperature,29.4,28.53,0.8699999999999974,28.915,0.014238415251764718,-17.54045103,-149.899509
V20,TA,2347.161306,2310.803421,36.3578849999999,2325.32547025,0.006679444627277453,-17.54045103,-149.899509
V20,NN_umolL,0.28925403,0.119176652,0.170077378,0.18107418225,0.4408239703290506,-17.54045103,-149.899509
V20,Silicate_umolL,1.495544182,1.164669273,0.33087490900000005,1.36281350475,0.10463448282855331,-17.54045103,-149.899509
V20,Ammonia_umolL,0.465584632,0.15511487,0.310469762,0.2556545075,0.5539842548260274,-17.54045103,-149.899509
V20,Phosphate_umolL,0.166438005,0.147596874,0.01884113100000001,0.15425623924999998,0.05595415153427213,-17.54045103,-149.899509
V3,Salinity,36.63,36.43,0.20000000000000284,36.55,0.002321554411556408,-17.54012598,-149.90056
V3,pH,8.046582442335957,7.917425625901645,0.1291568164343122,7.970871915258636,0.007107237606659988,-17.54012598,-149.90056
V3,Temperature,29.31,28.48,0.8299999999999983,28.8375,0.012446363141633688,-17.54012598,-149.90056
V3,TA,2361.344489,2338.368209,22.97627999999986,2348.57690275,0.004807381981405193,-17.54012598,-149.90056
V3,NN_umolL,0.458430097,0.17487767,0.28355242699999994,0.278325635,0.4670060536566277,-17.54012598,-149.90056
V3,Silicate_umolL,3.033281857,0.940740334,2.092541523,1.5768784949999999,0.6294416996541775,-17.54012598,-149.90056
V3,Ammonia_umolL,0.66846408,0.223401416,0.44506266400000005,0.4423174015,0.4140377237796562,-17.54012598,-149.90056
V3,Phosphate_umolL,0.165463464,0.112838235,0.05262522900000001,0.1495807615,0.16610854382735682,-17.54012598,-149.90056
V4,Salinity,36.65,36.54,0.10999999999999943,36.5775,0.0013646803938552343,-17.54024902,-149.900454
V4,pH,8.05021091697143,7.948435472894355,0.1017754440770755,7.987951849886608,0.005670946602546283,-17.54024902,-149.900454
V4,Temperature,29.33,28.49,0.8399999999999999,28.8525,0.012245241020313317,-17.54024902,-149.900454
V4,TA,2362.423851,2338.301671,24.122179999999844,2350.21746375,0.004352944862947349,-17.54024902,-149.900454
V4,NN_umolL,0.252300281,0.184071041,0.06822924000000002,0.20486879175,0.157875816257036,-17.54024902,-149.900454
V4,Silicate_umolL,1.174706274,0.853522262,0.321184012,0.97768687875,0.14741166446304027,-17.54024902,-149.900454
V4,Ammonia_umolL,0.408759185,0.132552707,0.27620647800000003,0.27671652675,0.4298002019871006,-17.54024902,-149.900454
V4,Phosphate_umolL,0.163003907,0.128152455,0.034851452000000005,0.14257334575,0.10500535758902584,-17.54024902,-149.900454
V5,Salinity,36.61,36.5,0.10999999999999943,36.565,0.0012730060662535974,-17.54025003,-149.900336
V5,pH,8.047674164660059,7.94626126726384,0.1014128973962185,7.982863913151706,0.005845844443119876,-17.54025003,-149.900336
V5,Temperature,29.37,28.47,0.9000000000000021,28.8625,0.013109145111101303,-17.54025003,-149.900336
V5,TA,2352.301094,2321.775911,30.525182999999743,2337.9675345,0.006432838483211966,-17.54025003,-149.900336
V5,NN_umolL,0.3723549,0.135219987,0.23713491299999997,0.2367526665,0.4353488797988468,-17.54025003,-149.900336
V5,Silicate_umolL,2.390567731,0.891247539,1.4993201919999999,1.32967409825,0.5368785595130159,-17.54025003,-149.900336
V5,Ammonia_umolL,0.470025058,0.147074099,0.322950959,0.3228309475,0.4633979228256932,-17.54025003,-149.900336
V5,Phosphate_umolL,0.162771874,0.116086706,0.04668516800000001,0.14587982500000002,0.1501308245871782,-17.54025003,-149.900336
V6,Salinity,36.58,36.36,0.21999999999999886,36.4825,0.002886780836104913,-17.54002498,-149.900106
V6,pH,8.030438955976145,7.91622854131028,0.11421041466586423,7.96892748278603,0.006588401885662157,-17.54002498,-149.900106
V6,Temperature,29.29,28.34,0.9499999999999993,28.7675,0.014863314566645197,-17.54002498,-149.900106
V6,TA,2405.71887,2335.810823,69.90804700000035,2359.93571425,0.013375449635321937,-17.54002498,-149.900106
V6,NN_umolL,0.534681004,0.134498939,0.400182065,0.31710453875,0.6100869876454501,-17.54002498,-149.900106
V6,Silicate_umolL,4.688002503,1.491044837,3.196957666,2.9299699745,0.5430889704612153,-17.54002498,-149.900106
V6,Ammonia_umolL,0.298948658,0.125652045,0.173296613,0.2315471965,0.3236160279302652,-17.54002498,-149.900106
V6,Phosphate_umolL,0.18040643,0.141610406,0.03879602400000001,0.164546931,0.10003143753628749,-17.54002498,-149.900106
V7,Salinity,36.58,36.32,0.259999999999998,36.4525,0.002915088243475749,-17.54004803,-149.899985
V7,pH,8.024370259620593,7.913070487026856,0.11129977259373725,7.967458468723285,0.0064403571910543085,-17.54004803,-149.899985
V7,Temperature,29.48,28.53,0.9499999999999993,28.9725,0.014809182776610202,-17.54004803,-149.899985
V7,TA,2357.65494,2332.53922,25.115719999999783,2341.45340375,0.00494852524752637,-17.54004803,-149.899985
V7,NN_umolL,0.479520773,0.168388231,0.311132542,0.307618241,0.4784784950601241,-17.54004803,-149.899985
V7,Silicate_umolL,5.850910131,1.628447911,4.22246222,3.2701896765,0.5802573824666347,-17.54004803,-149.899985
V7,Ammonia_umolL,0.239062917,0.162075537,0.07698738000000002,0.2014393105,0.18086028490611109,-17.54004803,-149.899985
V7,Phosphate_umolL,0.17558013,0.148432195,0.027147935000000012,0.16452372775000002,0.06971808622587501,-17.54004803,-149.899985
V8,Salinity,36.68,36.46,0.21999999999999886,36.5675,0.00245993551077023,-17.54014903,-149.899896
V8,pH,8.031922299916777,7.930211620385833,0.10171067953094415,7.974848803492579,0.005834951700019159,-17.54014903,-149.899896
V8,Temperature,29.43,28.61,0.8200000000000003,28.97,0.012464943103395097,-17.54014903,-149.899896
V8,TA,2355.165876,2329.224197,25.941679000000022,2342.36522525,0.004781311489711908,-17.54014903,-149.899896
V8,NN_umolL,0.406694848,0.169830328,0.23686452,0.2743598665,0.3575158058480793,-17.54014903,-149.899896
V8,Silicate_umolL,3.702299847,1.306225589,2.3960742579999996,2.1683693095,0.5105272482574585,-17.54014903,-149.899896
V8,Ammonia_umolL,0.342932874,0.13123258,0.211700294,0.22059614675,0.41978522351484704,-17.54014903,-149.899896
V8,Phosphate_umolL,0.171403525,0.145415758,0.025987766999999995,0.1604167325,0.07057746871670721,-17.54014903,-149.899896
V9,Salinity,36.61,36.52,0.0899999999999963,36.572500000000005,0.0011246120882496085,-17.540245,-149.899765
V9,pH,8.035633837371513,7.93202266004098,0.10361117733053327,7.97488636418586,0.006266675873087434,-17.540245,-149.899765
V9,Temperature,29.45,28.86,0.5899999999999999,29.0825,0.009124975163562674,-17.540245,-149.899765
V9,TA,2354.123837,2330.358812,23.76502500000015,2340.76039825,0.004807208273751528,-17.540245,-149.899765
V9,NN_umolL,0.244549007,0.105927381,0.138621626,0.1830570665,0.33658265919770036,-17.540245,-149.899765
V9,Silicate_umolL,1.543652563,1.031073338,0.5125792250000001,1.2095761975,0.18829850455037506,-17.540245,-149.899765
V9,Ammonia_umolL,0.264385345,0.163515675,0.10086967,0.2050696585,0.2356156651004597,-17.540245,-149.899765
V9,Phosphate_umolL,0.158827302,0.131586553,0.02724074900000001,0.1462278755,0.07685964186525705,-17.540245,-149.899765
VSEEP,Salinity,36.54,15.12,21.42,27.421875,0.313307633911043,-17.540302,-149.899331
VSEEP,pH,8.019435671518288,7.025903882158052,0.9935317893602358,7.5501734841375505,0.05134350005282576,-17.540302,-149.899331
VSEEP,Temperature,30.09,26.98,3.1099999999999994,28.426875,0.037903020407035165,-17.540302,-149.899331
VSEEP,TA,3370.869465,2294.644581,1076.2248840000002,2758.524264375,0.1464287471259336,-17.540302,-149.899331
VSEEP,NN_umolL,18.53571555,0.353787894,18.181927656,8.1370816225,0.8531845171615737,-17.540302,-149.899331
VSEEP,Silicate_umolL,447.2495465,3.096964894,444.152581606,183.566386647125,0.9252116971882681,-17.540302,-149.899331
VSEEP,Ammonia_umolL,4.325574659,0.208039943,4.117534716,1.6090433742499999,0.9602765778693315,-17.540302,-149.899331
VSEEP,Phosphate_umolL,2.3580421,0.16495299,2.19308911,1.0394727530625,0.7324546975169552,-17.540302,-149.899331
