Micro_Vial,Weight..mg.,μg.N,δ15N...........vs..AIR.,μg.C,δ13C............vs..VPDB.,HS,δ15N,δ13C,Vial_No_Only,Placement_Code,Pin_Number,Cage_Uncaged,Metabolomics_Vial,Genotype,Species,CowTagID,Δ15N,Δ13C,C_N_ratio,Percent_N,Percent_C,δ15N_T0,δ13C_T0,δ15N_T1_T0,δ13C_T1_T0,Δ15N_T1T0,Δ13C_T1T0,δ15N_T1_T0_host,δ15N_T1_T0_symb,δ13C_T1_T0_host,δ13C_T1_T0_symb,Percent_N15,Percent_C13
PRU 60,13.9318,33.9,6.2,226.9,-13.6,host,6.2,-13.6,60,PRU V13 C,13,C,PRU 60,PR04,Porites rus,V13,0.20000000000000018,0.20000000000000107,6.6932153392330385,0.24332821315264358,1.6286481287414403,5.3,-15.1,0.9000000000000004,1.5,1.3000000000000007,1.1000000000000014,0.9000000000000004,-0.40000000000000036,1.5,0.3999999999999986,18.289085545722717,-5.993829881004848
PA11,25.8405,39.4,5.3,306.7,-17,symb,5.3,-17,NA,T0,T0,NA,NA,PA11,Pocillopora acuta,T0,0.2999999999999998,0.3999999999999986,7.784263959390863,0.15247382984075386,1.1868965383796755,5.3,-17,0,0,0,0,0,0,0,0,13.451776649746192,-5.542875774372351
PAC 10,38.55,53.6,6.1,346.2,-15.8,symb,6.1,-15.8,10,PAC V19 A,19,A,PAC 10,PA22,Pocillopora acuta,V19,1.6000000000000005,0.6000000000000014,6.458955223880596,0.1390402075226978,0.8980544747081712,5.8,-15.8,0.2999999999999998,0,1.2000000000000002,0.6000000000000014,1.5,0.2999999999999998,0.6000000000000014,0,11.380597014925373,-4.563835932986713
PAC 37,27.8063,48.5,6.8,348.1,-17.4,symb,6.8,-17.4,37,PAC V20 A,20,A,PAC 37,PA11,Pocillopora acuta,V20,-0.5999999999999996,0.6999999999999993,7.177319587628866,0.17442090461514118,1.2518745751861988,5.3,-17,1.5,-0.3999999999999986,-0.8999999999999995,0.3000000000000007,0.6000000000000005,1.5,-0.09999999999999787,-0.3999999999999986,14.02061855670103,-4.998563631140477
PRU 34,37.49,53.8,5.7,334.3,-15.2,symb,5.7,-15.2,34,PRU V08 C,8,C,PRU 34,PR02,Porites rus,V8,0.39999999999999947,0.09999999999999964,6.213754646840149,0.1435049346492398,0.8917044545212057,6.2,-12.9,-0.5,-2.299999999999999,0.6999999999999993,1.299999999999999,0.1999999999999993,-0.5,-1,-2.299999999999999,10.594795539033457,-4.546814238707747
PRU 43,27.1674,58.2,5.6,373.7,-14.1,symb,5.6,-14.1,43,PRU V09 C,9,C,PRU 43,PR04,Porites rus,V9,0.20000000000000018,0.5999999999999996,6.420962199312714,0.21422734601029175,1.3755456907911687,6.4,-14.2,-0.8000000000000007,0.09999999999999964,1.3000000000000007,1.5,0.5,-0.8000000000000007,1.5999999999999996,0.09999999999999964,9.621993127147766,-3.7730800107037727
PRU 55,28.1832,9,5.1,97.2,-12.3,symb,5.1,-12.3,55,PRU V14 C,14,C,PRU 55,PR07,Porites rus,V14,NA,NA,10.8,0.0319339180788555,0.3448863152516393,5.8,-12.9,-0.7000000000000002,0.5999999999999996,NA,NA,NA,-0.7000000000000002,NA,0.5999999999999996,56.666666666666664,-12.654320987654321
PAC 60,17.8889,36.4,5.9,266.7,-15.8,symb,5.9,-15.8,60,PAC V18 A,18,A,PAC 60,PA22,Pocillopora acuta,V18,0.5999999999999996,0.3000000000000007,7.326923076923077,0.2034781344856308,1.4908686392120254,5.8,-15.8,0.10000000000000053,0,0.1999999999999993,0.3000000000000007,0.2999999999999998,0.10000000000000053,0.3000000000000007,0,16.208791208791208,-5.9242594675665545
PR03,18.8749,34.8,5.2,254,-13.5,symb,5.2,-13.5,NA,T0,T0,NA,NA,PR03,Porites rus,T0,-0.6000000000000005,-1.5999999999999996,7.298850574712644,0.18437183773159063,1.3457024937880466,5.2,-13.5,0,0,0,0,0,0,0,0,14.942528735632186,-5.31496062992126
PRU 16,20.0961,51.9,6.3,281,-15.3,symb,6.3,-15.3,16,PRU V05 C,5,C,PRU 16,PR02,Porites rus,V5,0.20000000000000018,-0.5999999999999996,5.414258188824663,0.2582590651917537,1.3982812585526547,6.2,-12.9,0.09999999999999964,-2.4000000000000004,0.5,0.5999999999999996,0.5999999999999996,0.09999999999999964,-1.8000000000000007,-2.4000000000000004,12.138728323699421,-5.444839857651246
PRU 60,19.7028,41.4,6,268.1,-13.8,symb,6,-13.8,60,PRU V13 C,13,C,PRU 60,PR04,Porites rus,V13,0.20000000000000018,0.20000000000000107,6.47584541062802,0.21012241914854743,1.3607203037131779,6.4,-14.2,-0.40000000000000036,0.3999999999999986,1.3000000000000007,1.1000000000000014,0.9000000000000004,-0.40000000000000036,1.5,0.3999999999999986,14.492753623188406,-5.147333084669899
PA13,5.3585,45.7,5.3,382.1,-17.3,symb,5.3,-17.3,NA,T0,T0,NA,NA,PA13,Pocillopora acuta,T0,0.5,0.3000000000000007,8.361050328227572,0.8528506111785015,7.130726882523095,5.3,-17.3,0,0,0,0,0,0,0,0,11.597374179431071,-4.52761057314839
PA18,10.0674,31.6,4.9,278.8,-16.8,symb,4.9,-16.8,NA,T0,T0,NA,NA,PA18,Pocillopora acuta,T0,0.8999999999999995,-0.09999999999999787,8.822784810126583,0.31388441901583336,2.7693346842283013,4.9,-16.8,0,0,0,0,0,0,0,0,15.50632911392405,-6.025824964131994
PA19,6.108,94.8,5.4,677.8,-16.7,symb,5.4,-16.7,NA,T0,T0,NA,NA,PA19,Pocillopora acuta,T0,0.2999999999999998,-0.1999999999999993,7.149789029535865,1.5520628683693516,11.096922069417158,5.4,-16.7,0,0,0,0,0,0,0,0,5.69620253164557,-2.463853644142815
PA21,5.8286,44.8,4.7,341.5,-19.3,symb,4.7,-19.3,NA,T0,T0,NA,NA,PA21,Pocillopora acuta,T0,0.8999999999999995,0,7.622767857142858,0.7686236832172392,5.859039906667125,4.7,-19.3,0,0,0,0,0,0,0,0,10.49107142857143,-5.651537335285505
PA22,4.4004,73.7,5.8,586.1,-15.8,symb,5.8,-15.8,NA,T0,T0,NA,NA,PA22,Pocillopora acuta,T0,0.40000000000000036,0,7.952510176390773,1.674847741114444,13.319243705117717,5.8,-15.8,0,0,0,0,0,0,0,0,7.869742198100406,-2.695785702098618
PAC 02,9.5665,45.9,6,299,-16.3,symb,6,-16.3,2,PAC V01 C,1,C,PAC 02,PA22,Pocillopora acuta,V1,0.7999999999999998,-0.09999999999999787,6.514161220043573,0.47979929963936657,3.125489991114828,5.8,-15.8,0.20000000000000018,-0.5,0.39999999999999947,-0.09999999999999787,0.5999999999999996,0.20000000000000018,-0.5999999999999979,-0.5,13.071895424836603,-5.451505016722408
PAC 04,9.0557,18.4,6.3,125.6,-16.7,symb,6.3,-16.7,4,PAC V02 A,2,A,PAC 04,PA21,Pocillopora acuta,V2,0.40000000000000036,0.1999999999999993,6.826086956521739,0.20318694303035656,1.3869717415550427,4.7,-19.3,1.5999999999999996,2.6000000000000014,-0.4999999999999991,0.1999999999999993,1.1000000000000005,1.5999999999999996,2.8000000000000007,2.6000000000000014,34.23913043478261,-13.296178343949045
PAC 07,9.3629,56.6,6.3,362.3,-15.9,symb,6.3,-15.9,7,PAC V03 A,3,A,PAC 07,PA11,Pocillopora acuta,V3,0.2999999999999998,-0.09999999999999964,6.401060070671378,0.6045135588332675,3.8695276036270814,5.3,-17,1,1.0999999999999996,0,-0.4999999999999982,1,1,0.6000000000000014,1.0999999999999996,11.130742049469964,-4.388628208666851
PAC 13,7.6833,55.6,6.9,333.5,-15.8,symb,6.9,-15.8,13,PAC V16 A,16,A,PAC 13,PA11,Pocillopora acuta,V16,-0.10000000000000053,0,5.998201438848921,0.7236473910949723,4.34058282248513,5.3,-17,1.6000000000000005,1.1999999999999993,-0.40000000000000036,-0.3999999999999986,1.2000000000000002,1.6000000000000005,0.8000000000000007,1.1999999999999993,12.410071942446043,-4.737631184407796
PAC 16,14.7107,44,6.3,311.2,-16.5,symb,6.3,-16.5,16,PAC V04 A,4,A,PAC 16,PA19,Pocillopora acuta,V4,0.9000000000000004,0.1999999999999993,7.072727272727272,0.2991020141801546,2.1154669730196387,5.4,-16.7,0.8999999999999995,0.1999999999999993,0.6000000000000005,0.3999999999999986,1.5,0.8999999999999995,0.5999999999999979,0.1999999999999993,14.318181818181818,-5.302056555269923
PAC 19,5.8893,57.9,6.5,373.7,-15.8,symb,6.5,-15.8,19,PAC V09 A,9,A,PAC 19,PA13,Pocillopora acuta,V9,0.09999999999999964,0,6.4542314335060444,0.9831389129438133,6.345406075424923,5.3,-17.3,1.2000000000000002,1.5,-0.40000000000000036,-0.3000000000000007,0.7999999999999998,1.2000000000000002,1.1999999999999993,1.5,11.226252158894647,-4.227990366604228
PAC 22,6.819,53.2,6.1,382,-16.9,symb,6.1,-16.9,22,PAC V05 A,5,A,PAC 22,PA19,Pocillopora acuta,V5,0.6000000000000005,0.1999999999999993,7.180451127819548,0.7801730459011587,5.601994427335386,5.4,-16.7,0.6999999999999993,-0.1999999999999993,0.3000000000000007,0.3999999999999986,1,0.6999999999999993,0.1999999999999993,-0.1999999999999993,11.466165413533833,-4.424083769633508
PAC 25,6.4294,48.3,6.2,313.2,-16.2,symb,6.2,-16.2,25,PAC V15 A,15,A,PAC 25,PA21,Pocillopora acuta,V15,0.7000000000000002,0.29999999999999893,6.484472049689441,0.7512365072946152,4.871372134258251,4.7,-19.3,1.5,3.1000000000000014,-0.1999999999999993,0.29999999999999893,1.3000000000000007,1.5,3.4000000000000004,3.1000000000000014,12.836438923395447,-5.172413793103448
PAC 28,8.4835,67.4,6.5,417.4,-15.9,symb,6.5,-15.9,28,PAC V12 A,12,A,PAC 28,PA21,Pocillopora acuta,V12,0.7000000000000002,0,6.1928783382789305,0.7944834089703543,4.920139093534508,4.7,-19.3,1.7999999999999998,3.4000000000000004,-0.1999999999999993,0,1.6000000000000005,1.7999999999999998,3.4000000000000004,3.4000000000000004,9.643916913946587,-3.809295639674174
PAC 31,10.1053,37.4,6.4,273.9,-16.6,symb,6.4,-16.6,31,PAC V08 A,8,A,PAC 31,PA19,Pocillopora acuta,V8,0.39999999999999947,0.3000000000000007,7.323529411764706,0.3701028173334785,2.71045886811871,5.4,-16.7,1,0.09999999999999787,0.09999999999999964,0.5,1.0999999999999996,1,0.5999999999999979,0.09999999999999787,17.112299465240643,-6.060606060606061
PAC 34,7.4364,33.9,5.9,304.7,-16.6,symb,5.9,-16.6,34,PAC V06 A,6,A,PAC 34,PA18,Pocillopora acuta,V6,0.1999999999999993,0.3000000000000007,8.988200589970502,0.4558657414878167,4.097412726588134,4.9,-16.8,1,0.1999999999999993,-0.7000000000000002,0.3999999999999986,0.2999999999999998,1,0.5999999999999979,0.1999999999999993,17.404129793510325,-5.447981621266821
PAC 40,4.7125,49.9,5.7,377.6,-16.5,symb,5.7,-16.5,40,PAC V11 A,11,A,PAC 40,PA18,Pocillopora acuta,V11,0.5,-0.10000000000000142,7.567134268537075,1.0588859416445622,8.012732095490717,4.9,-16.8,0.7999999999999998,0.3000000000000007,-0.39999999999999947,-3.552713678800501e-15,0.40000000000000036,0.7999999999999998,0.29999999999999716,0.3000000000000007,11.422845691382765,-4.369703389830508
PAC 43,6.0721,56.1,6,359.1,-16,symb,6,-16,43,PAC V07 A,7,A,PAC 43,PA13,Pocillopora acuta,V7,0.7000000000000002,0,6.401069518716578,0.923897827769635,5.913934223744669,5.3,-17.3,0.7000000000000002,1.3000000000000007,0.20000000000000018,-0.3000000000000007,0.9000000000000004,0.7000000000000002,1,1.3000000000000007,10.695187165775401,-4.455583402951824
PAC 46,14.1325,43.7,5.4,320.9,-16.3,symb,5.4,-16.3,46,PAC V14 A,14,A,PAC 46,PA18,Pocillopora acuta,V14,0.7999999999999998,-0.09999999999999787,7.343249427917619,0.3092163453033787,2.270652750751813,4.9,-16.8,0.5,0.5,-0.09999999999999964,0,0.40000000000000036,0.5,0.5,0.5,12.356979405034325,-5.0794640074789665
PAC 49,14.2321,52.1,6.3,347.1,-15.1,symb,6.3,-15.1,49,PAC V17 A,17,A,PAC 49,PA22,Pocillopora acuta,V17,0.7000000000000002,-0.09999999999999964,6.662188099808062,0.36607387525382756,2.438853015366671,5.8,-15.8,0.5,0.7000000000000011,0.2999999999999998,-0.09999999999999964,0.7999999999999998,0.5,0.6000000000000014,0.7000000000000011,12.092130518234164,-4.350331316623452
PAC 52,9.2566,53.8,6.1,349,-16.3,symb,6.1,-16.3,52,PAC V13 C,13,C,PAC 52,PA13,Pocillopora acuta,V13,0.6000000000000005,0.3000000000000007,6.4869888475836435,0.5812069226281789,3.7702828252274054,5.3,-17.3,0.7999999999999998,1,0.10000000000000053,0,0.9000000000000004,0.7999999999999998,1,1,11.338289962825279,-4.670487106017193
PAC 55,14.8061,59.7,6.3,420.8,-16.1,symb,6.3,-16.1,55,PAC V10 A,10,A,PAC 55,PA18,Pocillopora acuta,V10,0.5,0.10000000000000142,7.04857621440536,0.40321218957051486,2.842071848765036,4.9,-16.8,1.3999999999999995,0.6999999999999993,-0.39999999999999947,0.1999999999999993,1,1.3999999999999995,0.8999999999999986,0.6999999999999993,10.552763819095476,-3.826045627376426
PR02,9.466,32.6,6.2,210.6,-12.9,symb,6.2,-12.9,NA,T0,T0,NA,NA,PR02,Porites rus,T0,-0.2999999999999998,-1.1999999999999993,6.460122699386503,0.34439045003169244,2.2248045637016696,6.2,-12.9,0,0,0,0,0,0,0,0,19.01840490797546,-6.125356125356126
PR04,6.2903,46.3,6.4,289.8,-14.2,symb,6.4,-14.2,NA,T0,T0,NA,NA,PR04,Porites rus,T0,-1.1000000000000005,-0.9000000000000004,6.259179265658748,0.7360539242961385,4.607093461361143,6.4,-14.2,0,0,0,0,0,0,0,0,13.822894168466524,-4.899930986887508
PR06,6.0034,109.9,5.9,674.9,-13.2,symb,5.9,-13.2,NA,T0,T0,NA,NA,PR06,Porites rus,T0,-3.0000000000000004,-0.7000000000000011,6.141037306642402,1.830629310057634,11.241962887696971,5.9,-13.2,0,0,0,0,0,0,0,0,5.368516833484986,-1.955845310416358
PR07,5.7402,74.3,5.8,510.3,-12.9,symb,5.8,-12.9,NA,T0,T0,NA,NA,PR07,Porites rus,T0,-0.20000000000000018,-1.6999999999999993,6.868102288021535,1.2943799867600434,8.889934148635936,5.8,-12.9,0,0,0,0,0,0,0,0,7.806191117092867,-2.5279247501469726
PR08,5.7045,56.7,6.3,359.2,-13.6,symb,6.3,-13.6,NA,T0,T0,NA,NA,PR08,Porites rus,T0,-0.39999999999999947,-0.09999999999999964,6.335097001763668,0.9939521430449646,6.2967832413007265,6.3,-13.6,0,0,0,0,0,0,0,0,11.11111111111111,-3.78619153674833
PRU 02,12.6372,70.4,6.2,417.6,-14.5,symb,6.2,-14.5,2,PRU V01 C,1,C,PRU 02,PR08,Porites rus,V1,0.39999999999999947,-0.1999999999999993,5.931818181818182,0.5570854303168423,3.3045294843794517,6.3,-13.6,-0.09999999999999964,-0.9000000000000004,0.7999999999999989,-0.09999999999999964,0.6999999999999993,-0.09999999999999964,-1,-0.9000000000000004,8.806818181818182,-3.4722222222222223
PRU 04,4.4419,97.2,6.1,578.8,-12.7,symb,6.1,-12.7,4,PRU V02 C,2,C,PRU 04,PR06,Porites rus,V2,0.20000000000000018,-0.5,5.954732510288065,2.1882527747135234,13.030459938314683,5.9,-13.2,0.1999999999999993,0.5,3.2000000000000006,0.20000000000000107,3.4,0.1999999999999993,0.7000000000000011,0.5,6.275720164609052,-2.1941948859709743
PRU 07,6.1116,69.5,5.6,471,-12.8,symb,5.6,-12.8,7,PRU V03 C,3,C,PRU 07,PR03,Porites rus,V3,0.20000000000000018,-1.5,6.776978417266187,1.1371817527325088,7.706656194777145,5.2,-13.5,0.39999999999999947,0.6999999999999993,0.8000000000000007,0.09999999999999964,1.2000000000000002,0.39999999999999947,0.7999999999999989,0.6999999999999993,8.057553956834532,-2.717622080679406
PRU 10,6.4448,141,6,803.8,-14.7,symb,6,-14.7,10,PRU V16 C,16,C,PRU 10,PR03,Porites rus,V16,0.40000000000000036,-0.6000000000000014,5.7007092198581555,2.1878103277060577,12.472070506454816,5.2,-13.5,0.7999999999999998,-1.1999999999999993,1.0000000000000009,0.9999999999999982,1.8000000000000007,0.7999999999999998,-0.20000000000000107,-1.1999999999999993,4.25531914893617,-1.828813137596417
PRU 13,2.9953,61.7,5.9,399.3,-13.4,symb,5.9,-13.4,13,PRU V04 C,4,C,PRU 13,PR02,Porites rus,V4,-0.40000000000000036,-0.6999999999999993,6.471636952998379,2.059893833672754,13.330885053250094,6.2,-12.9,-0.2999999999999998,-0.5,-0.10000000000000053,0.5,-0.40000000000000036,-0.2999999999999998,0,-0.5,9.562398703403566,-3.355872777360381
PRU 19,4.5362,29.7,6.1,199.2,-12,symb,6.1,-12,19,PRU V15 C,15,C,PRU 19,PR06,Porites rus,V15,-0.09999999999999964,-1.0999999999999996,6.707070707070707,0.6547330364622371,4.391340769807328,5.9,-13.2,0.1999999999999993,1.1999999999999993,2.900000000000001,-0.3999999999999986,3.1,0.1999999999999993,0.8000000000000007,1.1999999999999993,20.538720538720536,-6.024096385542169
PRU 22,3.4153,36.7,6.8,207.4,-14.2,symb,6.8,-14.2,22,PRU V06 C,6,C,PRU 22,PR07,Porites rus,V6,-0.20000000000000018,-0.8000000000000007,5.651226158038146,1.0745761719321878,6.072672971627676,5.8,-12.9,1,-1.299999999999999,0,0.8999999999999986,1,1,-0.40000000000000036,-1.299999999999999,18.52861035422343,-6.846673095467695
PRU 25,7.157,35.2,6.2,198.2,-15.1,symb,6.2,-15.1,25,PRU V07 C,7,C,PRU 25,PR04,Porites rus,V7,0.20000000000000018,-0.09999999999999964,5.6306818181818175,0.4918261841553724,2.7693167528293974,6.4,-14.2,-0.20000000000000018,-0.9000000000000004,1.3000000000000007,0.8000000000000007,1.1000000000000005,-0.20000000000000018,-0.09999999999999964,-0.9000000000000004,17.613636363636363,-7.61856710393542
PRU 28,3.5259,32.2,6.2,185.1,-13.9,symb,6.2,-13.9,28,PRU V11 C,11,C,PRU 28,PR07,Porites rus,V11,0,-0.1999999999999993,5.748447204968944,0.9132420091324203,5.2497234748574835,5.8,-12.9,0.40000000000000036,-1,0.20000000000000018,1.5,0.6000000000000005,0.40000000000000036,0.5,-1,19.254658385093165,-7.509454349000541
PRU 31,3.5601,23,5.9,178.7,-10.9,symb,5.9,-10.9,31,PRU V12 C,12,C,PRU 31,PR06,Porites rus,V12,-0.3000000000000007,-3.1999999999999993,7.769565217391304,0.646049268278981,5.019521923541474,5.9,-13.2,0,2.299999999999999,2.6999999999999997,-2.4999999999999982,2.6999999999999997,0,-0.1999999999999993,2.299999999999999,25.65217391304348,-6.099608282036934
PRU 37,2.9948,40,6.3,239.7,-14.1,symb,6.3,-14.1,37,PRU V18 C,18,C,PRU 37,PR08,Porites rus,V18,0.20000000000000018,-0.20000000000000107,5.9925,1.3356484573260319,8.003873380526246,6.3,-13.6,0,-0.5,0.5999999999999996,-0.10000000000000142,0.5999999999999996,0,-0.6000000000000014,-0.5,15.75,-5.88235294117647
PRU 40,3.6836,31.8,6.1,195.7,-13.3,symb,6.1,-13.3,40,PRU V10 C,10,C,PRU 40,PR07,Porites rus,V10,-0.8999999999999995,-0.29999999999999893,6.154088050314465,0.8632859159517862,5.312737539363665,5.8,-12.9,0.2999999999999998,-0.40000000000000036,-0.6999999999999993,1.4000000000000004,-0.39999999999999947,0.2999999999999998,1,-0.40000000000000036,19.182389937106915,-6.79611650485437
PRU 46,6.7815,56.4,6.1,299.7,-14.3,symb,6.1,-14.3,46,PRU V19 C,19,C,PRU 46,PR08,Porites rus,V19,0.20000000000000018,-1,5.3138297872340425,0.8316744083167441,4.419376244193762,6.3,-13.6,-0.20000000000000018,-0.7000000000000011,0.5999999999999996,-0.9000000000000004,0.39999999999999947,-0.20000000000000018,-1.6000000000000014,-0.7000000000000011,10.815602836879432,-4.7714381047714385
PRU 49,7.6397,49.9,6.4,302.3,-14,symb,6.4,-14,49,PRU V17 C,17,C,PRU 49,PR08,Porites rus,V17,-0.20000000000000018,-0.40000000000000036,6.05811623246493,0.653167009175753,3.9569616607981986,6.3,-13.6,0.10000000000000053,-0.40000000000000036,0.1999999999999993,-0.3000000000000007,0.2999999999999998,0.10000000000000053,-0.7000000000000011,-0.40000000000000036,12.825651302605213,-4.631161098246774
PRU 52,3.8707,83.4,6.2,498.3,-12.9,symb,6.2,-12.9,52,PRU V20 C,20,C,PRU 52,PR03,Porites rus,V20,-0.20000000000000018,-0.1999999999999993,5.974820143884892,2.1546490298912344,12.873640426796188,5.2,-13.5,1,0.5999999999999996,0.40000000000000036,1.4000000000000004,1.4000000000000004,1,2,0.5999999999999996,7.434052757793765,-2.588801926550271
